date,symbol_income,reportedCurrency_income,cik_income,filingDate_income,acceptedDate_income,fiscalYear_income,period_income,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil,symbol_balance,reportedCurrency_balance,cik_balance,filingDate_balance,acceptedDate_balance,fiscalYear_balance,period_balance,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,accountsReceivables,otherReceivables,inventory,prepaids,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,totalPayables,accountPayables,otherPayables,accruedExpenses,shortTermDebt,capitalLeaseObligationsCurrent,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,capitalLeaseObligationsNonCurrent,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,treasuryStock,preferredStock,commonStock,retainedEarnings,additionalPaidInCapital,accumulatedOtherComprehensiveIncomeLoss,otherTotalStockholdersEquity,totalStockholdersEquity,totalEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,netIncome_cashflow,depreciationAndAmortization_cashflow,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables_cashflow,inventory_cashflow,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivities,netCashProvidedByInvestingActivities,netDebtIssuance,longTermNetDebtIssuance,shortTermNetDebtIssuance,netStockIssuance,netCommonStockIssuance,commonStockIssuance,commonStockRepurchased,netPreferredStockIssuance,netDividendsPaid,commonDividendsPaid,preferredDividendsPaid,otherFinancingActivities,netCashProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,incomeTaxesPaid,interestPaid
2013-06-29,AAPL,USD,0000320193,2013-07-24,2013-07-24 17:02:02,2013,Q3,35323000000,22299000000,13024000000,1178000000,0,0,2645000000,0,3823000000,26122000000,332000000,385000000,53000000,1694000000,11182000000,9488000000,-287000000,9201000000,234000000,9435000000,2535000000,6900000000,0,0,6900000000,0,6900000000,0.27,0.27,25721304000,25879416000,AAPL,USD,0000320193,2013-07-24,2013-07-24 17:02:02,2013,Q3,11248000000,31358000000,42606000000,8839000000,8839000000,4614000000,1697000000,0,15077000000,68219000000,16327000000,1522000000,4353000000,5875000000,104014000000,0,5421000000,131637000000,0,199856000000,16806000000,15516000000,1290000000,3869000000,0,0,1290000000,7333000000,8311000000,36319000000,16958000000,0,2672000000,16070000000,20553000000,40183000000,0,0,76502000000,0,0,19024000000,104564000000,0,-234000000,0,123354000000,123354000000,0,199856000000,135372000000,16958000000,5710000000,AAPL,USD,0000320193,2013-07-24,2013-07-24 17:02:02,2013,Q3,6900000000,1694000000,567000000,578000000,-1911000000,-117000000,-452000000,-318000000,-1024000000,0,7828000000,-2016000000,-144000000,-41518000000,37266000000,-95000000,-6507000000,0,0,0,-15940000000,-15940000000,60000000,-16000000000,0,-2811000000,-2811000000,0,16625000000,-2126000000,0,-805000000,11248000000,12053000000,7828000000,-2016000000,5812000000,2930000000,0
2013-09-28,AAPL,USD,0000320193,2013-10-30,2013-10-29 20:38:28,2013,Q4,37472000000,23601000000,13871000000,1168000000,1573000000,1100000000,2673000000,0,3841000000,27442000000,307000000,390000000,83000000,1783000000,11813000000,10226000000,-196000000,10030000000,113000000,10143000000,2631000000,7512000000,0,0,7512000000,0,7512000000,0.3,0.3,25316564000,25455668000,AAPL,USD,0000320193,2013-10-30,2013-10-29 20:38:28,2013,Q4,14259000000,26287000000,40546000000,13102000000,13102000000,0,1764000000,0,17874000000,73286000000,16597000000,1577000000,4179000000,5756000000,106215000000,0,5146000000,133714000000,0,207000000000,23567000000,22367000000,1200000000,4258000000,0,0,1200000000,7435000000,8398000000,43658000000,16960000000,0,2625000000,16489000000,20208000000,39793000000,0,0,83451000000,0,0,19764000000,104256000000,0,-471000000,0,123549000000,123549000000,0,207000000000,132502000000,16960000000,2701000000,AAPL,USD,0000320193,2013-10-30,2013-10-29 20:38:28,2013,Q4,7512000000,1783000000,-1383000000,555000000,1441000000,-7188000000,-67000000,7080000000,1616000000,0,9908000000,-2306000000,-53000000,-25808000000,28750000000,28000000,611000000,0,0,0,-4991000000,-4715000000,195000000,-4910000000,-276000000,-2769000000,-2769000000,0,252000000,-7508000000,0,3011000000,14259000000,11248000000,9908000000,-2306000000,7602000000,1940000000,0
2013-12-28,AAPL,USD,0000320193,2014-01-28,2014-01-28 17:07:27,2014,Q1,57594000000,35748000000,21846000000,1330000000,0,0,3053000000,0,4383000000,40131000000,343000000,427000000,84000000,2144000000,19607000000,17793000000,-330000000,17463000000,246000000,17709000000,4637000000,13072000000,0,0,13072000000,0,13072000000,0.52,0.52,25090016000,25240644000,AAPL,USD,0000320193,2014-01-28,2014-01-28 17:07:27,2014,Q1,14077000000,26634000000,40711000000,14200000000,14200000000,0,2122000000,0,23314000000,80347000000,15488000000,2022000000,4105000000,6127000000,118131000000,0,5091000000,144837000000,0,225184000000,31671000000,29588000000,2083000000,5123000000,0,0,2083000000,8357000000,8618000000,53769000000,16961000000,0,3071000000,18306000000,21699000000,41731000000,0,0,95500000000,0,0,20559000000,109431000000,0,-306000000,0,129684000000,129684000000,0,225184000000,144765000000,16961000000,2884000000,AAPL,USD,0000320193,2014-01-28,2014-01-28 17:07:27,2014,Q1,13072000000,2144000000,1253000000,681000000,5520000000,-4557000000,-358000000,8191000000,2244000000,0,22670000000,-2044000000,-525000000,-48397000000,35858000000,5000000,-15103000000,0,0,0,-5394000000,-4895000000,134000000,-5029000000,-499000000,-2769000000,-2769000000,0,414000000,-7749000000,0,-182000000,14077000000,14259000000,22670000000,-2044000000,20626000000,3387000000,161000000
2014-03-29,AAPL,USD,0000320193,2014-04-24,2014-04-24 17:02:12,2014,Q2,45646000000,27699000000,17947000000,1422000000,0,0,2932000000,0,4354000000,32053000000,325000000,410000000,85000000,1887000000,15480000000,13903000000,-310000000,13593000000,225000000,13818000000,3595000000,10223000000,0,0,10223000000,0,10223000000,0.42,0.42,24493196000,24626784000,AAPL,USD,0000320193,2014-04-24,2014-04-24 17:02:12,2014,Q2,18949000000,22401000000,41350000000,9700000000,9700000000,0,1829000000,0,17662000000,70541000000,15120000000,2055000000,3928000000,5983000000,109239000000,0,5106000000,135448000000,0,205989000000,21074000000,18914000000,2160000000,5771000000,0,0,2160000000,8310000000,8053000000,43208000000,16962000000,0,3164000000,19471000000,22476000000,42602000000,0,0,85810000000,0,0,21496000000,98934000000,0,-251000000,0,120179000000,120179000000,0,205989000000,131640000000,16962000000,-1987000000,AAPL,USD,0000320193,2014-04-24,2014-04-24 17:02:12,2014,Q2,10223000000,1887000000,806000000,696000000,-74000000,9377000000,293000000,-10566000000,822000000,0,13538000000,-1486000000,-34000000,-41963000000,55252000000,-28000000,11741000000,0,0,0,-18036000000,-17764000000,207000000,-17971000000,-272000000,-2661000000,-2661000000,0,290000000,-20407000000,0,4872000000,18949000000,14077000000,13538000000,-1486000000,12052000000,1982000000,0
2014-06-28,AAPL,USD,0000320193,2014-07-23,2014-07-23 16:32:48,2014,Q3,37432000000,22697000000,14735000000,1603000000,0,0,2850000000,0,4453000000,27150000000,339000000,439000000,100000000,1946000000,12228000000,10584000000,-302000000,10282000000,202000000,10484000000,2736000000,7748000000,0,0,7748000000,0,7748000000,0.32,0.32,24212500000,24206844000,AAPL,USD,0000320193,2014-07-23,2014-07-23 16:32:48,2014,Q3,12977000000,24828000000,37805000000,10788000000,10788000000,0,1594000000,0,17762000000,67949000000,17585000000,2374000000,3767000000,6141000000,126685000000,0,4160000000,154571000000,0,222520000000,21972000000,20535000000,1437000000,5928000000,2010000000,0,1437000000,8396000000,7899000000,46205000000,29030000000,0,3058000000,20159000000,23287000000,55375000000,0,0,101580000000,0,0,22139000000,98715000000,0,86000000,0,120940000000,120940000000,0,222520000000,151513000000,31040000000,18063000000,AAPL,USD,0000320193,2014-07-23,2014-07-23 16:32:48,2014,Q3,7748000000,1946000000,1095000000,724000000,-1258000000,-1020000000,235000000,-156000000,-317000000,0,10255000000,-2431000000,-339000000,-70302000000,50828000000,30000000,-22214000000,13970000000,11960000000,2010000000,-5409000000,-4906000000,94000000,-5000000000,-503000000,-2867000000,-2867000000,0,293000000,5987000000,0,-5972000000,12977000000,18949000000,10255000000,-2431000000,7824000000,2644000000,161000000
2014-09-27,AAPL,USD,0000320193,2014-10-27,2014-10-27 17:11:55,2014,Q4,42123000000,26114000000,16009000000,1686000000,1958000000,1200000000,3158000000,0,4844000000,30958000000,404000000,519000000,115000000,1969000000,13134000000,11587000000,-422000000,11165000000,307000000,11472000000,3005000000,8467000000,0,0,8467000000,0,8467000000,0.36,0.35,23735380000,23888328000,AAPL,USD,0000320193,2014-10-27,2014-10-27 17:11:55,2014,Q4,13844000000,11233000000,25077000000,17460000000,17460000000,0,2111000000,0,23883000000,68531000000,20624000000,4616000000,4142000000,8758000000,130162000000,0,3764000000,163308000000,0,231839000000,30196000000,30196000000,0,18372000000,6308000000,0,1209000000,8491000000,81000000,63448000000,28987000000,0,3031000000,20259000000,24826000000,56844000000,0,0,120292000000,0,0,23313000000,87152000000,0,1082000000,0,111547000000,111547000000,0,231839000000,141395000000,35295000000,21451000000,AAPL,USD,0000320193,2014-10-27,2014-10-27 17:11:55,2014,Q4,8467000000,1969000000,-807000000,762000000,2859000000,-10252000000,-246000000,8469000000,4888000000,0,13250000000,-3852000000,-2867000000,-56466000000,66173000000,9000000,2997000000,0,0,4296000000,-17319000000,-16705000000,295000000,-17000000000,-614000000,-2829000000,-2829000000,0,4768000000,-15380000000,0,867000000,13844000000,12977000000,13250000000,-3852000000,9398000000,2013000000,17000000
2014-12-27,AAPL,USD,0000320193,2015-01-28,2015-01-28 16:39:32,2015,Q1,74599000000,44858000000,29741000000,1895000000,0,0,3600000000,0,5495000000,50353000000,523000000,654000000,131000000,2575000000,26821000000,24547000000,-301000000,24246000000,170000000,24416000000,6392000000,18024000000,0,0,18024000000,0,18024000000,0.77,0.77,23372328000,23527212000,AAPL,USD,0000320193,2015-01-28,2015-01-28 16:39:32,2015,Q1,19478000000,12985000000,32463000000,16709000000,16709000000,0,2283000000,0,31948000000,83403000000,20392000000,4629000000,4370000000,8999000000,145492000000,0,3608000000,178491000000,0,261894000000,39643000000,38001000000,1642000000,7155000000,3899000000,0,1642000000,8987000000,13927000000,73611000000,32504000000,0,3480000000,23371000000,28971000000,64955000000,0,0,138566000000,0,0,24187000000,97178000000,0,1963000000,0,123328000000,123328000000,0,261894000000,158477000000,36403000000,16925000000,AAPL,USD,0000320193,2015-01-28,2015-01-28 16:39:32,2015,Q1,18024000000,2575000000,2197000000,888000000,10038000000,-2757000000,-172000000,9003000000,3964000000,0,33722000000,-3265000000,-23000000,-44915000000,26973000000,65000000,-21165000000,1076000000,3485000000,-2409000000,-5542000000,-4950000000,80000000,-5030000000,-592000000,-2801000000,-2801000000,0,344000000,-6923000000,0,5634000000,19478000000,13844000000,33722000000,-3265000000,30457000000,3869000000,202000000
2015-03-28,AAPL,USD,0000320193,2015-04-28,2015-04-28 17:01:16,2015,Q2,58010000000,34354000000,23656000000,1918000000,0,0,3460000000,0,5378000000,39732000000,512000000,675000000,163000000,2479000000,20757000000,18727000000,-449000000,18278000000,286000000,18564000000,4995000000,13569000000,0,0,13569000000,0,13569000000,0.59,0.58,23175196000,23339432000,AAPL,USD,0000320193,2015-04-28,2015-04-28 17:01:16,2015,Q2,14489000000,18607000000,33096000000,10905000000,10905000000,0,2396000000,0,21494000000,67891000000,20151000000,4711000000,4061000000,8772000000,160443000000,0,3937000000,193303000000,0,261194000000,25176000000,23159000000,2017000000,6527000000,3799000000,0,2017000000,8944000000,14283000000,58729000000,40072000000,0,3571000000,23825000000,29816000000,73459000000,0,0,132188000000,0,0,25376000000,100920000000,0,2710000000,0,129006000000,129006000000,0,261194000000,179050000000,43871000000,29382000000,AAPL,USD,0000320193,2015-04-28,2015-04-28 17:01:16,2015,Q2,13569000000,2479000000,-318000000,927000000,2424000000,11812000000,-113000000,-14431000000,5156000000,0,19081000000,-2476000000,-92000000,-47608000000,27822000000,23000000,-22331000000,7748000000,7847000000,-99000000,-7066000000,-6741000000,229000000,-6970000000,-325000000,-2743000000,-2743000000,0,322000000,-1739000000,0,-4989000000,14489000000,19478000000,19081000000,-2476000000,16605000000,3189000000,18000000
2015-06-27,AAPL,USD,0000320193,2015-07-22,2015-07-22 17:01:17,2015,Q3,49605000000,29924000000,19681000000,2034000000,0,0,3564000000,0,5598000000,35522000000,565000000,766000000,201000000,3084000000,17167000000,14674000000,-591000000,14083000000,390000000,14473000000,3796000000,10677000000,0,0,10677000000,0,10677000000,0.47,0.46,22919544000,23092396000,AAPL,USD,0000320193,2015-07-22,2015-07-22 17:01:17,2015,Q3,15319000000,19384000000,34703000000,10370000000,10370000000,0,2042000000,0,23838000000,70953000000,21149000000,5044000000,3779000000,8823000000,168145000000,0,4081000000,202198000000,0,273151000000,28040000000,26474000000,1566000000,6788000000,6999000000,0,1566000000,9088000000,14370000000,65285000000,47419000000,0,3474000000,24539000000,31296000000,82189000000,0,0,147474000000,0,0,26327000000,98252000000,0,1098000000,0,125677000000,125677000000,0,273151000000,187529000000,54418000000,39099000000,AAPL,USD,0000320193,2015-07-22,2015-07-22 17:01:17,2015,Q3,10677000000,3084000000,941000000,856000000,-570000000,-1743000000,354000000,2165000000,-1346000000,0,14988000000,-2089000000,-115000000,-45001000000,35756000000,46000000,-11403000000,9980000000,9980000000,700000000,-10724000000,-9985000000,15000000,-10000000000,-739000000,-3053000000,-3053000000,0,1042000000,-2755000000,0,830000000,15319000000,14489000000,14988000000,-2089000000,12899000000,3546000000,207000000
2015-09-26,AAPL,USD,0000320193,2015-10-28,2015-10-28 16:31:09,2015,Q4,51501000000,30953000000,20548000000,2220000000,0,0,3705000000,0,5925000000,36878000000,588000000,826000000,238000000,3119000000,17742000000,15300000000,-677000000,14623000000,439000000,15062000000,3938000000,11124000000,0,0,11124000000,0,11124000000,0.49,0.49,22686900782,22730076000,AAPL,USD,0000320193,2015-10-28,2015-10-28 16:31:09,2015,Q4,21120000000,20481000000,41601000000,16849000000,16849000000,0,2349000000,0,28579000000,89378000000,22471000000,5116000000,3893000000,9009000000,164065000000,0,5422000000,200967000000,0,290345000000,35490000000,35490000000,0,25181000000,10999000000,0,0,8940000000,0,80610000000,53329000000,0,3624000000,24062000000,33427000000,90380000000,0,0,170990000000,0,0,27416000000,92284000000,0,-345000000,0,119355000000,119355000000,0,290345000000,184546000000,64328000000,43208000000,AAPL,USD,0000320193,2015-10-28,2015-10-28 16:31:09,2015,Q4,11124000000,3119000000,-1438000000,915000000,-245000000,-10436000000,-307000000,8663000000,1835000000,0,13475000000,-3658000000,-113000000,-28878000000,31434000000,-160000000,-1375000000,5802000000,5802000000,3999000000,-13420000000,-13034000000,219000000,-13253000000,-386000000,-2964000000,-2964000000,0,4283000000,-6299000000,0,5801000000,21120000000,15319000000,13475000000,-3658000000,9817000000,2648000000,87000000
2015-12-26,AAPL,USD,0000320193,2016-01-27,2016-01-27 16:32:03,2016,Q1,75872000000,45449000000,30423000000,2404000000,0,0,3848000000,0,6252000000,51701000000,665000000,941000000,276000000,2954000000,27125000000,24849000000,-678000000,24171000000,402000000,24573000000,6212000000,18361000000,0,0,18361000000,0,18361000000,0.83,0.82,22235720000,22376508000,AAPL,USD,0000320193,2016-01-27,2016-01-27 16:32:03,2016,Q1,16689000000,21385000000,38074000000,12953000000,12953000000,0,2451000000,0,22741000000,76219000000,22300000000,5202000000,3924000000,9126000000,177665000000,0,7974000000,217065000000,0,293284000000,33312000000,33312000000,0,24032000000,9759000000,0,0,8989000000,0,76092000000,53204000000,0,3546000000,21617000000,32175000000,88925000000,0,0,165017000000,0,0,28253000000,101494000000,0,-1480000000,0,128267000000,128267000000,0,293284000000,199050000000,62963000000,46274000000,AAPL,USD,0000320193,2016-01-27,2016-01-27 16:32:03,2016,Q1,18361000000,2954000000,1592000000,1078000000,3368000000,5722000000,-102000000,-852000000,-1400000000,110000000,27463000000,-4006000000,-86000000,-47962000000,31776000000,-172000000,-20450000000,0,0,-1240000000,-6862000000,-6862000000,1000000,-6863000000,0,-2969000000,-2969000000,0,-1613000000,-11444000000,0,-4431000000,16689000000,21120000000,27463000000,-4006000000,23457000000,3398000000,396000000
2016-03-26,AAPL,USD,0000320193,2016-04-27,2016-04-27 16:32:53,2016,Q2,50557000000,30636000000,19921000000,2511000000,0,0,3423000000,0,5934000000,36570000000,665000000,986000000,321000000,2477000000,16464000000,14463000000,-476000000,13987000000,155000000,14142000000,3626000000,10516000000,0,0,10516000000,0,10516000000,0.48,0.47,22057524000,22163544000,AAPL,USD,0000320193,2016-04-27,2016-04-27 16:32:53,2016,Q2,21514000000,33769000000,55283000000,12229000000,12229000000,0,2281000000,0,17799000000,87592000000,23203000000,5249000000,3843000000,9092000000,177645000000,0,7745000000,217685000000,0,305277000000,25098000000,25098000000,0,23208000000,10498000000,0,0,9461000000,0,68265000000,69374000000,0,3322000000,22955000000,33859000000,106555000000,0,0,174820000000,0,0,29484000000,102021000000,0,-1048000000,0,130457000000,130457000000,0,305277000000,211414000000,79872000000,58358000000,AAPL,USD,0000320193,2016-04-27,2016-04-27 16:32:53,2016,Q2,10516000000,2477000000,1500000000,1048000000,-4138000000,4715000000,170000000,-8536000000,-487000000,198000000,11601000000,-2599000000,-54000000,-38406000000,27423000000,-24000000,-13660000000,16321000000,15584000000,737000000,-6821000000,-6421000000,246000000,-6667000000,-400000000,-2902000000,-2902000000,0,286000000,6884000000,0,4825000000,21514000000,16689000000,11601000000,-2599000000,9002000000,3232000000,169000000
2016-06-25,AAPL,USD,0000320193,2016-07-27,2016-07-27 16:32:36,2016,Q3,42358000000,26252000000,16106000000,2560000000,0,0,3441000000,0,6001000000,32253000000,627000000,1036000000,409000000,2526000000,12631000000,10878000000,-773000000,10105000000,364000000,10469000000,2673000000,7796000000,0,0,7796000000,0,7796000000,0.36,0.36,21772232000,21891124000,AAPL,USD,0000320193,2016-07-27,2016-07-27 16:32:36,2016,Q3,18237000000,43519000000,61756000000,11714000000,11714000000,0,1831000000,0,18460000000,93761000000,25448000000,5261000000,3506000000,8767000000,169764000000,0,7862000000,211841000000,0,305602000000,26318000000,26318000000,0,20820000000,15996000000,0,0,8352000000,0,71486000000,68939000000,0,3064000000,24560000000,35572000000,107575000000,0,0,179061000000,0,0,30106000000,96542000000,0,-107000000,0,126541000000,126541000000,0,305602000000,213283000000,84935000000,66698000000,AAPL,USD,0000320193,2016-07-27,2016-07-27 16:32:36,2016,Q3,7796000000,2526000000,2099000000,1054000000,-2952000000,352000000,450000000,-179000000,-3575000000,111000000,10634000000,-2905000000,-6000000,-27076000000,25642000000,-125000000,-4470000000,2400000000,-100000000,4495000000,-10776000000,-10166000000,0,-10166000000,-610000000,-3187000000,-3187000000,0,2122000000,-9441000000,0,-3277000000,18237000000,21514000000,10634000000,-2905000000,7729000000,2360000000,327000000
2016-09-24,AAPL,USD,0000320193,2016-10-26,2016-10-26 16:42:16,2016,Q4,46852000000,29039000000,17813000000,2570000000,0,0,3482000000,0,6052000000,35091000000,586000000,1036000000,450000000,2548000000,15186000000,12638000000,-877000000,11761000000,427000000,12188000000,3174000000,9014000000,0,0,9014000000,0,9014000000,0.42,0.42,21467648000,21573332000,AAPL,USD,0000320193,2016-10-26,2016-10-26 16:42:16,2016,Q4,20484000000,46671000000,67155000000,29299000000,15754000000,13545000000,2132000000,0,8283000000,106869000000,27010000000,5414000000,3206000000,8620000000,170430000000,0,8757000000,214817000000,0,321686000000,37294000000,37294000000,0,21864000000,11605000000,0,0,8080000000,163000000,79006000000,75427000000,0,2930000000,26019000000,36074000000,114431000000,0,0,193437000000,0,0,31251000000,96364000000,0,634000000,0,128249000000,128249000000,0,321686000000,217101000000,87032000000,66548000000,AAPL,USD,0000320193,2016-10-26,2016-10-26 16:42:16,2016,Q4,9014000000,2548000000,-253000000,1030000000,3787000000,-10257000000,-301000000,11413000000,2932000000,0,16126000000,-4038000000,-151000000,-30372000000,26953000000,211000000,-7397000000,2581000000,6970000000,-4389000000,-5778000000,-5778000000,248000000,-6026000000,0,-3092000000,-3092000000,0,-193000000,-6482000000,0,2247000000,20484000000,18237000000,16126000000,-4038000000,12088000000,1454000000,424000000
2016-12-31,AAPL,USD,0000320193,2017-02-01,2017-02-01 16:33:29,2017,Q1,78351000000,48175000000,30176000000,2871000000,0,0,3946000000,0,6817000000,54992000000,699000000,1224000000,525000000,2987000000,26346000000,24705000000,-1346000000,23359000000,821000000,24180000000,6289000000,17891000000,0,0,17891000000,0,17891000000,0.84,0.84,21194644000,21311980000,AAPL,USD,0000320193,2017-02-01,2017-02-01 16:33:29,2017,Q1,16371000000,44081000000,60452000000,27977000000,14057000000,13920000000,2712000000,0,12191000000,103332000000,26510000000,5423000000,2848000000,8271000000,185638000000,0,7390000000,227809000000,0,331141000000,38510000000,38510000000,0,23739000000,13992000000,0,0,7889000000,0,84130000000,73557000000,0,3163000000,26948000000,37901000000,114621000000,0,0,198751000000,0,0,32144000000,100001000000,0,245000000,0,132390000000,132390000000,0,331141000000,229719000000,87549000000,71178000000,AAPL,USD,0000320193,2017-02-01,2017-02-01 16:33:29,2017,Q1,17891000000,2987000000,1452000000,1256000000,3922000000,1322000000,-580000000,2460000000,720000000,-274000000,27234000000,-3420000000,-17000000,-54272000000,38691000000,-104000000,-19122000000,0,0,2385000000,-11480000000,-10851000000,0,-10851000000,-629000000,-3130000000,-3130000000,0,2385000000,-12225000000,0,-4113000000,16371000000,20484000000,27234000000,-3420000000,23814000000,3510000000,497000000
2017-04-01,AAPL,USD,0000320193,2017-05-03,2017-05-03 16:32:23,2017,Q2,52896000000,32305000000,20591000000,2776000000,0,0,3718000000,0,6494000000,38799000000,752000000,1282000000,530000000,2332000000,16429000000,15214000000,-1117000000,14097000000,587000000,14684000000,3655000000,11029000000,0,0,11029000000,0,11029000000,0.53,0.52,20903164000,21046752000,AAPL,USD,0000320193,2017-05-03,2017-05-03 16:32:23,2017,Q2,15157000000,51944000000,67101000000,20612000000,11579000000,9033000000,2910000000,0,11367000000,101990000000,27163000000,5473000000,2617000000,8090000000,189740000000,0,7549000000,232542000000,0,334532000000,28573000000,28573000000,0,23096000000,13991000000,0,0,7682000000,0,73342000000,84531000000,0,3107000000,28226000000,39470000000,127108000000,0,0,200450000000,0,0,33579000000,100925000000,0,-422000000,0,134082000000,134082000000,0,334532000000,241684000000,98522000000,83365000000,AAPL,USD,0000320193,2017-05-03,2017-05-03 16:32:23,2017,Q2,11029000000,2332000000,1370000000,1217000000,-3443000000,7373000000,-198000000,-9322000000,-1296000000,65000000,12570000000,-3015000000,-50000000,-45549000000,34192000000,94000000,-14202000000,10469000000,10975000000,-506000000,-7320000000,-6888000000,273000000,-7161000000,-432000000,-3004000000,-3004000000,0,273000000,418000000,0,-1214000000,15157000000,16371000000,12570000000,-3015000000,9555000000,3368000000,510000000
2017-07-01,AAPL,USD,0000320193,2017-08-02,2017-08-02 16:31:28,2017,Q3,45408000000,27920000000,17488000000,2937000000,0,0,3783000000,0,6720000000,34640000000,725000000,1327000000,602000000,2354000000,13122000000,11910000000,-1142000000,10768000000,540000000,11308000000,2591000000,8717000000,0,0,8717000000,0,8717000000,0.42,0.42,20780352000,20933996000,AAPL,USD,0000320193,2017-08-02,2017-08-02 16:31:28,2017,Q3,18571000000,58188000000,76759000000,22632000000,12399000000,10233000000,3146000000,0,10338000000,112875000000,29286000000,5661000000,2444000000,8105000000,184757000000,0,10150000000,232298000000,0,345173000000,31915000000,31915000000,0,23304000000,18475000000,0,0,7608000000,0,81302000000,89864000000,0,2984000000,30191000000,8407000000,131446000000,0,0,212748000000,0,0,34445000000,98525000000,0,-545000000,0,132425000000,132425000000,0,345173000000,242945000000,108339000000,89768000000,AAPL,USD,0000320193,2017-08-02,2017-08-02 16:31:28,2017,Q3,8717000000,2354000000,1942000000,1193000000,-5601000000,-2002000000,-236000000,1650000000,-5013000000,67000000,8672000000,-2360000000,-181000000,-24173000000,23337000000,114000000,-3180000000,9237000000,7250000000,1987000000,-7092000000,-7092000000,1000000,-7093000000,0,-3365000000,-3365000000,0,-858000000,-2078000000,0,3414000000,18571000000,15157000000,8672000000,-2360000000,6312000000,2874000000,449000000
2017-09-30,AAPL,USD,0000320193,2017-11-03,2017-11-03 08:01:37,2017,Q4,52579000000,32648000000,19931000000,2997000000,0,0,3814000000,0,6811000000,39459000000,702000000,1368000000,666000000,2484000000,17067000000,14583000000,-1463000000,13120000000,797000000,13917000000,3203000000,10714000000,0,0,10714000000,0,10714000000,0.52,0.52,20597712000,20734340000,AAPL,USD,0000320193,2017-11-03,2017-11-03 08:01:37,2017,Q4,20289000000,53892000000,74181000000,35673000000,17874000000,17799000000,4855000000,0,13936000000,128645000000,33783000000,5717000000,2298000000,8015000000,194714000000,-8015000000,18177000000,246674000000,0,375319000000,44242000000,44242000000,0,25744000000,18473000000,0,0,7548000000,4807000000,100814000000,97207000000,0,2836000000,31504000000,40415000000,140458000000,0,0,241272000000,0,0,35867000000,98330000000,0,-150000000,0,134047000000,134047000000,0,375319000000,248606000000,115680000000,95391000000,AAPL,USD,0000320193,2017-11-03,2017-11-03 08:01:37,2017,Q4,10714000000,2484000000,1202000000,1174000000,106000000,-13040000000,-1709000000,14830000000,25000000,-24000000,15656000000,-4000000000,-81000000,-36013000000,30245000000,-93000000,-9942000000,6923000000,6937000000,-14000000,-7514000000,-7514000000,281000000,-7795000000,0,-3270000000,-3270000000,0,-135000000,-4089000000,0,1718000000,20289000000,18571000000,15656000000,-4000000000,11656000000,1839000000,636000000
