date,symbol_income,reportedCurrency_income,cik_income,filingDate_income,acceptedDate_income,fiscalYear_income,period_income,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil,symbol_balance,reportedCurrency_balance,cik_balance,filingDate_balance,acceptedDate_balance,fiscalYear_balance,period_balance,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,accountsReceivables,otherReceivables,inventory,prepaids,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,totalPayables,accountPayables,otherPayables,accruedExpenses,shortTermDebt,capitalLeaseObligationsCurrent,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,capitalLeaseObligationsNonCurrent,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,treasuryStock,preferredStock,commonStock,retainedEarnings,additionalPaidInCapital,accumulatedOtherComprehensiveIncomeLoss,otherTotalStockholdersEquity,totalStockholdersEquity,totalEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,netIncome_cashflow,depreciationAndAmortization_cashflow,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables_cashflow,inventory_cashflow,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivities,netCashProvidedByInvestingActivities,netDebtIssuance,longTermNetDebtIssuance,shortTermNetDebtIssuance,netStockIssuance,netCommonStockIssuance,commonStockIssuance,commonStockRepurchased,netPreferredStockIssuance,netDividendsPaid,commonDividendsPaid,preferredDividendsPaid,otherFinancingActivities,netCashProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,incomeTaxesPaid,interestPaid
2022-09-24,AAPL,USD,0000320193,2022-10-28,2022-10-27 18:01:14,2022,Q4,90146000000,52051000000,38095000000,6761000000,0,0,6440000000,0,13201000000,65252000000,-74000000,753000000,827000000,2865000000,28349000000,25484000000,-590000000,24894000000,-237000000,24657000000,3936000000,20721000000,0,0,20721000000,0,20721000000,1.29,1.29,16030382000,16118465000,AAPL,USD,0000320193,2022-10-28,2022-10-27 18:01:14,2022,Q4,23646000000,24658000000,48304000000,60932000000,28184000000,32748000000,4946000000,0,21223000000,135405000000,42117000000,0,0,0,120805000000,15375000000,39053000000,217350000000,0,352755000000,70667000000,64115000000,6552000000,0,21110000000,1663000000,0,7912000000,52630000000,153982000000,98959000000,10748000000,0,0,38394000000,148101000000,0,0,302083000000,0,0,64849000000,-3068000000,0,-11109000000,0,50672000000,50672000000,0,352755000000,145463000000,120069000000,96423000000,AAPL,USD,0000320193,2022-10-28,2022-10-27 18:01:14,2022,Q4,20721000000,2865000000,-1861000000,2278000000,-48000000,-18693000000,435000000,15556000000,2654000000,172000000,24127000000,-3289000000,-137000000,-6745000000,9551000000,-597000000,-1217000000,1657000000,2672000000,-1015000000,-24428000000,-24428000000,0,-24428000000,0,-3703000000,-3703000000,0,-320000000,-26794000000,0,-3884000000,24977000000,28861000000,24127000000,-3289000000,20838000000,7322000000,955000000
2022-12-31,AAPL,USD,0000320193,2023-02-03,2023-02-02 18:01:30,2023,Q1,117154000000,66822000000,50332000000,7709000000,0,0,6607000000,0,14316000000,81138000000,-135000000,868000000,1003000000,2916000000,38932000000,36016000000,0,36016000000,-393000000,35623000000,5625000000,29998000000,0,0,29998000000,0,29998000000,1.89,1.88,15892723000,15955718000,AAPL,USD,0000320193,2023-02-03,2023-02-02 18:01:30,2023,Q1,20535000000,30820000000,51355000000,54180000000,23752000000,30428000000,6820000000,0,16422000000,128777000000,42951000000,0,0,0,114095000000,0,60924000000,217970000000,0,346747000000,57918000000,57918000000,0,0,11483000000,0,0,7992000000,59893000000,137286000000,99627000000,0,0,0,53107000000,152734000000,0,0,290020000000,0,0,66399000000,3240000000,0,-12912000000,0,56727000000,56727000000,0,346747000000,144915000000,111110000000,90575000000,AAPL,USD,0000320193,2023-02-03,2023-02-02 18:01:30,2023,Q1,29998000000,2916000000,0,2905000000,-1497000000,6595000000,-1807000000,-6075000000,-210000000,-317000000,34005000000,-3787000000,0,-5153000000,7636000000,-141000000,-1445000000,-9615000000,-1401000000,-8214000000,-19475000000,-19475000000,0,-19475000000,0,-3768000000,-3768000000,0,-2705000000,-35563000000,0,-3003000000,21974000000,24977000000,34005000000,-3787000000,30218000000,828000000,703000000
2023-04-01,AAPL,USD,0000320193,2023-05-05,2023-05-04 18:03:52,2023,Q2,94836000000,52860000000,41976000000,7457000000,0,0,6201000000,0,13658000000,66518000000,-12000000,918000000,930000000,2898000000,31216000000,28318000000,0,28318000000,64000000,28382000000,4222000000,24160000000,0,0,24160000000,0,24160000000,1.53,1.52,15787154000,15847050000,AAPL,USD,0000320193,2023-05-05,2023-05-04 18:03:52,2023,Q2,24687000000,31185000000,55872000000,35899000000,17936000000,17963000000,7482000000,0,13660000000,112913000000,43398000000,0,0,0,110461000000,0,65388000000,219247000000,0,332160000000,42945000000,42945000000,0,0,12574000000,0,0,8131000000,56425000000,120075000000,97041000000,0,0,0,52886000000,149927000000,0,0,270002000000,0,0,69568000000,4336000000,0,-11746000000,0,62158000000,62158000000,0,332160000000,141646000000,109615000000,84928000000,AAPL,USD,0000320193,2023-05-05,2023-05-04 18:03:52,2023,Q2,24160000000,2898000000,0,2686000000,231000000,17786000000,-741000000,-14689000000,-2125000000,-1415000000,28560000000,-2916000000,0,-6044000000,11385000000,-106000000,2319000000,-1996000000,-2250000000,254000000,-20012000000,-19594000000,0,-19594000000,-418000000,-3650000000,-3650000000,0,-66000000,-25724000000,0,5155000000,27129000000,21974000000,28560000000,-2916000000,25644000000,4066000000,1170000000
2023-07-01,AAPL,USD,0000320193,2023-08-04,2023-08-03 18:04:43,2023,Q3,81797000000,45384000000,36413000000,7442000000,0,0,5973000000,0,13415000000,58799000000,-18000000,980000000,998000000,3052000000,26050000000,22998000000,0,22998000000,-265000000,22733000000,2852000000,19881000000,0,0,19881000000,0,19881000000,1.27,1.26,15697614000,15775021000,AAPL,USD,0000320193,2023-08-04,2023-08-03 18:04:43,2023,Q3,28408000000,34074000000,62482000000,39186000000,19549000000,19637000000,7351000000,0,13640000000,122659000000,43550000000,0,0,0,104061000000,0,64768000000,212379000000,0,335038000000,46699000000,46699000000,0,0,11209000000,0,0,8158000000,58897000000,124963000000,98071000000,0,0,0,51730000000,149801000000,0,0,274764000000,0,0,70667000000,1408000000,0,-11801000000,0,60274000000,60274000000,0,335038000000,138135000000,109280000000,80872000000,AAPL,USD,0000320193,2023-08-04,2023-08-03 18:04:43,2023,Q3,19881000000,3052000000,0,2617000000,749000000,-3661000000,-22000000,3974000000,458000000,81000000,26380000000,-2093000000,0,-9759000000,12795000000,-506000000,437000000,-283000000,-2272000000,1989000000,-19863000000,-17478000000,0,-17478000000,-2385000000,-3849000000,-3849000000,0,-53000000,-24048000000,0,2769000000,29898000000,27129000000,26380000000,-2093000000,24287000000,2126000000,717000000
2023-09-30,AAPL,USD,0000320193,2023-11-03,2023-11-02 18:08:27,2023,Q4,89498000000,49071000000,40427000000,7307000000,0,0,6151000000,0,13458000000,62529000000,-18000000,984000000,1002000000,2653000000,30653000000,28000000000,-1031000000,26969000000,29000000,26998000000,4042000000,22956000000,0,0,22956000000,0,22956000000,1.47,1.46,15599434000,15672400000,AAPL,USD,0000320193,2023-11-03,2023-11-02 18:08:27,2023,Q4,29965000000,31590000000,61555000000,60985000000,29508000000,31477000000,6331000000,0,14695000000,143566000000,54376000000,0,0,0,100544000000,17852000000,36245000000,209017000000,0,352583000000,71430000000,62611000000,8819000000,0,15807000000,1575000000,8819000000,8061000000,48435000000,145308000000,95281000000,11267000000,0,0,38581000000,145129000000,0,12842000000,290437000000,0,0,73812000000,-214000000,0,-11452000000,0,62146000000,62146000000,0,352583000000,132134000000,123930000000,93965000000,AAPL,USD,0000320193,2023-11-03,2023-11-02 18:08:27,2023,Q4,22956000000,2653000000,0,2625000000,-6060000000,-21137000000,952000000,14901000000,-776000000,-576000000,21598000000,-2163000000,0,-8557000000,13698000000,-584000000,2394000000,1993000000,0,1993000000,-21003000000,-21003000000,0,-21003000000,0,-3758000000,-3758000000,0,-385000000,-23153000000,0,839000000,30737000000,29898000000,21598000000,-2163000000,19435000000,11659000000,1213000000
2023-12-30,AAPL,USD,0000320193,2024-02-02,2024-02-01 18:03:38,2024,Q1,119575000000,64720000000,54855000000,7696000000,0,0,6786000000,0,14482000000,79202000000,0,0,0,2848000000,43221000000,40373000000,0,40373000000,-50000000,40323000000,6407000000,33916000000,0,0,33916000000,0,33916000000,2.19,2.18,15509763000,15576641000,AAPL,USD,0000320193,2024-02-02,2024-02-01 18:03:38,2024,Q1,40760000000,32340000000,73100000000,50102000000,23194000000,26908000000,6511000000,0,13979000000,143692000000,43666000000,0,0,0,99475000000,0,66681000000,209822000000,0,353514000000,58146000000,58146000000,0,0,12952000000,0,0,8264000000,54611000000,133973000000,95088000000,0,0,0,50353000000,145441000000,0,0,279414000000,0,0,75236000000,8242000000,0,-9378000000,0,74100000000,74100000000,0,353514000000,131815000000,108040000000,67280000000,AAPL,USD,0000320193,2024-02-02,2024-02-01 18:03:38,2024,Q1,33916000000,2848000000,0,2997000000,1123000000,11124000000,-137000000,-4542000000,-5322000000,-989000000,39895000000,-2392000000,0,-9780000000,14383000000,-284000000,1927000000,-3984000000,0,-3984000000,-20139000000,-20139000000,0,-20139000000,0,-3825000000,-3825000000,0,-2637000000,-30585000000,0,11237000000,41974000000,30737000000,39895000000,-2392000000,37503000000,7255000000,0
2024-03-30,AAPL,USD,0000320193,2024-05-03,2024-05-02 18:04:25,2024,Q2,90753000000,48482000000,42271000000,7903000000,0,0,6468000000,0,14371000000,62853000000,0,0,0,2836000000,30736000000,27900000000,0,27900000000,158000000,28058000000,4422000000,23636000000,0,0,23636000000,0,23636000000,1.53,1.53,15405856000,15464709000,AAPL,USD,0000320193,2024-05-03,2024-05-02 18:04:25,2024,Q2,32695000000,34455000000,67150000000,41150000000,21837000000,19313000000,6232000000,0,13884000000,128416000000,43546000000,0,0,0,95187000000,0,70262000000,208995000000,0,337411000000,45753000000,45753000000,0,0,12759000000,0,0,8012000000,57298000000,123822000000,91831000000,0,0,0,47564000000,139395000000,0,0,263217000000,0,0,78815000000,4339000000,0,-8960000000,0,74194000000,74194000000,0,337411000000,129642000000,104590000000,71895000000,AAPL,USD,0000320193,2024-05-03,2024-05-02 18:04:25,2024,Q2,23636000000,2836000000,0,2964000000,-5764000000,8767000000,190000000,-12168000000,-2553000000,-982000000,22690000000,-1996000000,0,-15262000000,17393000000,-445000000,-310000000,-3148000000,-3150000000,2000000,-23205000000,-23205000000,0,-23205000000,0,-3710000000,-3710000000,0,-370000000,-30433000000,0,-8053000000,33921000000,41974000000,22690000000,-1996000000,20694000000,7276000000,0
2024-06-29,AAPL,USD,0000320193,2024-08-02,2024-08-01 18:03:34,2024,Q3,85777000000,46099000000,39678000000,8006000000,0,0,6320000000,0,14326000000,60425000000,0,0,0,2850000000,28202000000,25352000000,0,25352000000,142000000,25494000000,4046000000,21448000000,0,0,21448000000,0,21448000000,1.4,1.4,15287521000,15348175000,AAPL,USD,0000320193,2024-08-02,2024-08-01 18:03:34,2024,Q3,25565000000,36236000000,61801000000,43172000000,22795000000,20377000000,6165000000,0,14297000000,125435000000,44502000000,0,0,0,91240000000,0,70435000000,206177000000,0,331612000000,47574000000,47574000000,0,0,15108000000,0,0,8053000000,60889000000,131624000000,86196000000,0,0,0,47084000000,133280000000,0,0,264904000000,0,0,79850000000,-4726000000,0,-8416000000,0,66708000000,66708000000,0,331612000000,127476000000,101304000000,75739000000,AAPL,USD,0000320193,2024-08-02,2024-08-01 18:03:34,2024,Q3,21448000000,2850000000,0,2869000000,1684000000,-2094000000,-12000000,1539000000,2251000000,7000000,28858000000,-2151000000,0,-13032000000,15444000000,-388000000,-127000000,-3253000000,-4250000000,997000000,-26522000000,-26522000000,0,-26522000000,0,-3895000000,-3895000000,0,-2347000000,-36017000000,0,-7286000000,26635000000,33921000000,28858000000,-2151000000,26707000000,4699000000,0
2024-09-28,AAPL,USD,0000320193,2024-11-01,2024-11-01 06:01:36,2024,Q4,94930000000,51051000000,43879000000,7765000000,0,0,6523000000,0,14288000000,65339000000,0,0,0,2911000000,32502000000,29591000000,0,29591000000,19000000,29610000000,14874000000,14736000000,0,0,14736000000,0,14736000000,0.97,0.97,15171990000,15242853000,AAPL,USD,0000320193,2024-11-01,2024-11-01 06:01:36,2024,Q4,29943000000,35228000000,65171000000,66243000000,33410000000,32833000000,7286000000,0,14287000000,152987000000,45680000000,0,0,0,91479000000,19499000000,55335000000,211993000000,0,364980000000,95561000000,68960000000,26601000000,0,20879000000,1632000000,26601000000,8249000000,50071000000,176392000000,85750000000,10798000000,0,0,35090000000,131638000000,0,12430000000,308030000000,0,0,83276000000,-19154000000,0,-7172000000,0,56950000000,56950000000,0,364980000000,126707000000,119059000000,89116000000,AAPL,USD,0000320193,2024-11-01,2024-11-01 06:01:36,2024,Q4,14736000000,2911000000,0,2858000000,6608000000,-22941000000,-1087000000,21191000000,9445000000,-302000000,26811000000,-2908000000,0,-10582000000,15126000000,-191000000,1445000000,4387000000,-2558000000,6945000000,-25083000000,-25083000000,0,-25083000000,0,-3804000000,-3804000000,0,-448000000,-24948000000,0,3308000000,29943000000,26635000000,26811000000,-2908000000,23903000000,6872000000,0
2024-12-28,AAPL,USD,0000320193,2025-01-31,2025-01-31 06:01:27,2025,Q1,124300000000,66025000000,58275000000,8268000000,0,0,7175000000,0,15443000000,81468000000,0,0,0,3080000000,45912000000,42832000000,0,42832000000,-248000000,42584000000,6254000000,36330000000,0,0,36330000000,0,36330000000,2.41,2.4,15081724000,15150865000,AAPL,USD,0000320193,2025-01-31,2025-01-31 06:01:27,2025,Q1,30299000000,23476000000,53775000000,59306000000,29639000000,29667000000,6911000000,0,13248000000,133240000000,46069000000,0,0,0,87593000000,0,77183000000,210845000000,0,344085000000,61910000000,61910000000,0,0,12843000000,0,0,8461000000,61151000000,144365000000,83956000000,0,0,0,49006000000,132962000000,0,0,277327000000,0,0,84768000000,-11221000000,0,-6789000000,0,66758000000,66758000000,0,344085000000,111069000000,96799000000,66500000000,AAPL,USD,0000320193,2025-01-31,2025-01-31 06:01:27,2025,Q1,36330000000,3080000000,0,3286000000,-10752000000,6763000000,215000000,-6671000000,-11059000000,-2009000000,29935000000,-2940000000,0,-6124000000,19459000000,-603000000,9792000000,-8953000000,-1009000000,-7944000000,-23606000000,-23606000000,0,-23606000000,0,-3856000000,-3856000000,0,-2956000000,-39371000000,0,356000000,30299000000,29943000000,29935000000,-2940000000,26995000000,18651000000,0
2025-03-29,AAPL,USD,0000320193,2025-05-02,2025-05-02 06:00:46,2025,Q2,95359000000,50492000000,44867000000,8550000000,0,0,6728000000,0,15278000000,65770000000,0,0,0,2661000000,32250000000,29589000000,0,29589000000,-279000000,29310000000,4530000000,24780000000,0,0,24780000000,0,24780000000,1.65,1.65,14994082000,15056133000,AAPL,USD,0000320193,2025-05-02,2025-05-02 06:00:46,2025,Q2,28162000000,20336000000,48498000000,49798000000,26136000000,23662000000,6269000000,0,14109000000,118674000000,46876000000,0,0,0,84424000000,0,81259000000,212559000000,0,331233000000,54126000000,54126000000,0,0,19620000000,0,0,8976000000,61849000000,144571000000,78566000000,0,0,0,41300000000,119866000000,0,0,264437000000,0,0,88711000000,-15552000000,0,-6363000000,0,66796000000,66796000000,0,331233000000,104760000000,98186000000,70024000000,AAPL,USD,0000320193,2025-05-02,2025-05-02 06:00:46,2025,Q2,24780000000,2661000000,0,3226000000,-6507000000,9674000000,643000000,-7933000000,-8891000000,-208000000,23952000000,-3071000000,0,-6318000000,12338000000,-32000000,2917000000,-6976000000,-3000000000,-3976000000,-25898000000,-25898000000,0,-25898000000,0,-3758000000,-3758000000,0,7626000000,-29006000000,0,-2137000000,28162000000,30299000000,23952000000,-3071000000,20881000000,0,0
